c_custkey,c_name,c_acctbal,c_address,n_name,c_phone,c_comment,deltaRevenue,revenue
992,Customer#000000992,5027.75,"Vbi1NGfPeKw,XU",ETHIOPIA,15-262-535-3924," across the regular, pending requests. slyly ironic accounts wake furiously about the pending, regular ",41322.69959999999,209579.13439999998
337,Customer#000000337,-270.59,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,10-337-165-1106,ld requests sleep quickly. carefully express tithes wake carefully ac,14857.6824,14857.6824
337,Customer#000000337,-270.59,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,10-337-165-1106,ld requests sleep quickly. carefully express tithes wake carefully ac,25787.6265,40645.308899999996
790,Customer#000000790,2724.98,CR bzmYYVP,ALGERIA,10-368-832-9671,riously final requests haggle to the blithely special requests. blithely pending gifts after the carefully silent id,26497.3592,26497.3592
1030,Customer#000001030,6359.27,Xpt1BiB5h9o,INDIA,18-759-877-1870,ding to the slyly unusual accounts. even requests among the evenly,52759.584,52759.584
649,Customer#000000649,9442.55,EntXL7MF4lU,IRAQ,21-656-678-1337,unusual deposits engage along the carefully pen,69215.00959999999,69215.00959999999
649,Customer#000000649,9442.55,EntXL7MF4lU,IRAQ,21-656-678-1337,unusual deposits engage along the carefully pen,56565.216,125780.22559999999
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,4608.540000000001,4608.540000000001
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,48168.44,52776.98
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,29509.76,82286.74
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,64504.880000000005,146791.62
1261,Customer#000001261,5579.81,mWs6m9QwmTOZ,SAUDI ARABIA,30-372-895-4261,uffily final pinto beans. ironic deposits according to th,30328.460799999997,177120.0808
502,Customer#000000502,1378.67,nouAF6kednGsWEhQYyVpSnnPt,IRAQ,21-405-590-9919,"even asymptotes haggle. final, unusual theodolites haggle. carefully bo",28313.9709,28313.9709
502,Customer#000000502,1378.67,nouAF6kednGsWEhQYyVpSnnPt,IRAQ,21-405-590-9919,"even asymptotes haggle. final, unusual theodolites haggle. carefully bo",1752.7692,30066.7401
337,Customer#000000337,-270.59,EluRTlO4pE7u0XSKKyvKvVyt4sADWFRLZuiyn,ALGERIA,10-337-165-1106,ld requests sleep quickly. carefully express tithes wake carefully ac,51930.598999999995,92575.90789999999
1012,Customer#000001012,4422.45,5Zsp rqM6oCmgqqFe,EGYPT,14-535-551-6255,s above the carefully express r,69117.1754,69117.1754
1012,Customer#000001012,4422.45,5Zsp rqM6oCmgqqFe,EGYPT,14-535-551-6255,s above the carefully express r,56188.9818,125306.15719999999
664,Customer#000000664,8878.22,viRe1P6HiyL4LXpU7HPwu,MOROCCO,25-329-655-5068,yly ironic requests cajole pending pla,55177.244099999996,55177.244099999996
664,Customer#000000664,8878.22,viRe1P6HiyL4LXpU7HPwu,MOROCCO,25-329-655-5068,yly ironic requests cajole pending pla,82212.23999999999,137389.4841
1102,Customer#000001102,2369.01,F9fxZhJJhaR0P4Rgd7SE2PA58x,UNITED STATES,34-103-353-4822,"elets. regular requests sleep quickly. express ideas haggle. bold, regular ideas haggle. quickly regular accoun",5182.8084,5182.8084
265,Customer#000000265,8275.8,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",PERU,27-716-734-2046,"lar, ironic platelets. furiously unu",47648.314,47648.314
265,Customer#000000265,8275.8,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",PERU,27-716-734-2046,"lar, ironic platelets. furiously unu",61747.012800000004,109395.32680000001
265,Customer#000000265,8275.8,"sthiqpj6CPAKbD7BBSz9ulRuF9d,ebfaiTc",PERU,27-716-734-2046,"lar, ironic platelets. furiously unu",36971.7088,146367.0356
731,Customer#000000731,9311.17,D0ceqTVRO3EctrC,GERMANY,17-731-915-9753,"lar dolphins are carefully slyly final theodolites. unusual accounts integrate across the regular, final deposit",51557.814,51557.814
868,Customer#000000868,7616.48,cFG8Fa5h1e uvHJ9pgZAO,RUSSIA,32-850-421-3334,the requests. regular dinos at the even requests use furiously around the sheaves. slyly final theodolites bo,43181.4144,133117.4967
1475,Customer#000001475,1820.28,4tUf4SaYTFV2H7ji,ALGERIA,10-932-794-2009,"uctions sleep blithely bold packages. pending, silent deposits after the fluffily final pinto beans ar",60638.318999999996,60638.318999999996
1379,Customer#000001379,1008.26,rqYSBCMywMKnfcp2DwotVqI,FRANCE,16-695-982-9623,sly ironic requests cajole fluffi,8397.669,8397.669
1379,Customer#000001379,1008.26,rqYSBCMywMKnfcp2DwotVqI,FRANCE,16-695-982-9623,sly ironic requests cajole fluffi,61699.7952,70097.4642
1379,Customer#000001379,1008.26,rqYSBCMywMKnfcp2DwotVqI,FRANCE,16-695-982-9623,sly ironic requests cajole fluffi,16297.155,86394.6192
1379,Customer#000001379,1008.26,rqYSBCMywMKnfcp2DwotVqI,FRANCE,16-695-982-9623,sly ironic requests cajole fluffi,18059.7144,104454.3336
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,6957.7344,6957.7344
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,81286.296,88244.0304
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,29904.228,118148.2584
679,Customer#000000679,1394.44,"IJf1FlZL9I9m,rvofcoKy5pRUOjUQV",IRAN,20-146-696-9508,ely pending frays boost carefully,25787.865999999998,143936.1244
536,Customer#000000536,3342.75,jf8PSOQDvqQj4uF8,JAPAN,22-521-348-9030,tes? blithely enticing theodolites wake. braids sleep. sly,2720.5497,2720.5497
536,Customer#000000536,3342.75,jf8PSOQDvqQj4uF8,JAPAN,22-521-348-9030,tes? blithely enticing theodolites wake. braids sleep. sly,38968.1088,41688.658500000005
623,Customer#000000623,7887.6,HXiFb9oWlgqZXrJPUCEJ6zZIPxAM4m6,INDONESIA,19-113-202-7085, requests. dolphins above the busily regular dependencies cajole after,17580.765,17580.765
623,Customer#000000623,7887.6,HXiFb9oWlgqZXrJPUCEJ6zZIPxAM4m6,INDONESIA,19-113-202-7085, requests. dolphins above the busily regular dependencies cajole after,16890.6048,34471.3698
1465,Customer#000001465,9365.93,tDRaTC7UgFbBX7VF6cVXYQA0,INDIA,18-807-487-1074,"s lose blithely ironic, regular packages. regular, final foxes haggle c",30704.036999999997,108474.137
764,Customer#000000764,2061.45,F8WBznjtO2bX2knXl4ghnsp ixWylkf,MOZAMBIQUE,26-714-322-4800,tructions. quick theodolites kindle,43615.7008,43615.7008
764,Customer#000000764,2061.45,F8WBznjtO2bX2knXl4ghnsp ixWylkf,MOZAMBIQUE,26-714-322-4800,tructions. quick theodolites kindle,46763.579,90379.27979999999
734,Customer#000000734,9750.71,xULRxhbfzPT5nBh,CHINA,28-880-175-5173,"tions against the ideas haggle furiously quickly regular forges. carefully final requests solve even,",68478.32320000001,68478.32320000001
734,Customer#000000734,9750.71,xULRxhbfzPT5nBh,CHINA,28-880-175-5173,"tions against the ideas haggle furiously quickly regular forges. carefully final requests solve even,",11839.160399999999,80317.4836
1210,Customer#000001210,8137.66,bUTLW1KIHzzQkuOEwUMwEGCQfTQM7aBmUM0,MOZAMBIQUE,26-202-315-9048,luffily ironic accounts haggle about the regular theod,58306.0212,58306.0212
1210,Customer#000001210,8137.66,bUTLW1KIHzzQkuOEwUMwEGCQfTQM7aBmUM0,MOZAMBIQUE,26-202-315-9048,luffily ironic accounts haggle about the regular theod,39334.653,97640.67420000001
1369,Customer#000001369,498.77,rXTwOzU0a2ak4Nj5L5b1aLij,IRAN,20-232-617-7418,ong the ironic ideas haggle slyly above the courts. packages engage blithely. pend,28810.079999999998,28810.079999999998
1369,Customer#000001369,498.77,rXTwOzU0a2ak4Nj5L5b1aLij,IRAN,20-232-617-7418,ong the ironic ideas haggle slyly above the courts. packages engage blithely. pend,20486.186599999997,49296.266599999995
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,12914.04,12914.04
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,53347.439999999995,66261.48
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,37550.331,103811.81099999999
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,49064.215200000006,152876.0262
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,3097.5786,155973.6048
872,Customer#000000872,-858.61,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",PERU,27-357-139-7164, detect. packages wake slyly express foxes. even deposits ru,20271.7053,176245.3101
559,Customer#000000559,5872.94,"A3ACFoVbP,gPe xknVJMWC,wmRxb Nmg fWFS,UP",GERMANY,17-395-429-6655,al accounts cajole carefully across the accounts. furiously pending pinto beans across the ,14400.045,14400.045
1357,Customer#000001357,8627.9,"S1bDHNFkDEi,Gbsc3",MOROCCO,25-242-146-4223,osits boost pending packages. slyly pending deposits along the requ,3633.82,3633.82
1357,Customer#000001357,8627.9,"S1bDHNFkDEi,Gbsc3",MOROCCO,25-242-146-4223,osits boost pending packages. slyly pending deposits along the requ,8849.1312,12482.9512
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",56046.45,56046.45
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",54246.42,54246.42
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",32654.4018,86900.8218
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",30998.718399999998,117899.5402
223,Customer#000000223,7476.2,"ftau6Pk,brboMyEl,,kFm",SAUDI ARABIA,30-193-643-1517,"al, regular requests run furiously blithely silent packages. blithely ironic accounts across the furious",41783.30039999999,159682.8406
427,Customer#000000427,4376.8,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,BRAZIL,12-124-309-3821,y even multipliers according to the regu,21455.712,21455.712
427,Customer#000000427,4376.8,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,BRAZIL,12-124-309-3821,y even multipliers according to the regu,14712.051200000002,36167.7632
427,Customer#000000427,4376.8,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,BRAZIL,12-124-309-3821,y even multipliers according to the regu,34939.67,71107.4332
427,Customer#000000427,4376.8,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,BRAZIL,12-124-309-3821,y even multipliers according to the regu,61145.8848,132253.318
1013,Customer#000001013,-951.53,k5rfeOtchP1  w,MOROCCO,25-725-599-1183,idle packages cajole regular asymptotes. carefully express forg,19060.718399999998,19060.718399999998
1397,Customer#000001397,5466.83,1bk KBemIEsKhD3VyXa6IRLx 4GH u,INDIA,18-294-992-6523,"onic packages across the bold, regular dolphins boost furiously furious multipliers; furiously specia",19237.455,19237.455
481,Customer#000000481,7157.21,"o4xa7J20NqHM8E0ykH,NKe1gPz04OqIn",VIETNAM,31-363-392-6461,"s can nag slyly instructions. regular, regular asymptotes haggle sly",63568.778000000006,63568.778000000006
355,Customer#000000355,8727.9,205r3Xg9ZWjPZNX1z,KENYA,24-656-787-6091,ly bold requests detect furiously. unusual instructions sleep aft,47493.2304,47493.2304
355,Customer#000000355,8727.9,205r3Xg9ZWjPZNX1z,KENYA,24-656-787-6091,ly bold requests detect furiously. unusual instructions sleep aft,66778.09349999999,114271.32389999999
355,Customer#000000355,8727.9,205r3Xg9ZWjPZNX1z,KENYA,24-656-787-6091,ly bold requests detect furiously. unusual instructions sleep aft,32165.909999999996,146437.2339
826,Customer#000000826,8938.14,f5Y UZoE nR,JORDAN,23-762-328-7631,"usly final dinos. final depths wake slyly across the final, bold requests. bl",76518.7632,76518.7632
1423,Customer#000001423,2411.69,"9BcCj8CLsqylKxRj0,lm",VIETNAM,31-624-875-9135,"he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly.",2435.4,2435.4
1423,Customer#000001423,2411.69,"9BcCj8CLsqylKxRj0,lm",VIETNAM,31-624-875-9135,"he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly.",10881.9612,13317.3612
1423,Customer#000001423,2411.69,"9BcCj8CLsqylKxRj0,lm",VIETNAM,31-624-875-9135,"he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly.",44664.84,57982.201199999996
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",43826.6916,99873.1416
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",32791.96799999999,132665.1096
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",30052.0136,162717.1232
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",7457.5199999999995,170174.6432
1313,Customer#000001313,889.11,Ax4TI4jbHvaYUaaFuEUQTiMWQvrjez G,UNITED KINGDOM,33-623-834-3089,"ely. carefully pending foxes was furiously special, special ",35540.3136,205714.95679999999
1126,Customer#000001126,3905.97,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi,45588.3,45588.3
1126,Customer#000001126,3905.97,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi,71119.584,116707.884
1126,Customer#000001126,3905.97,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi,54736.542,171444.426
1126,Customer#000001126,3905.97,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi,44131.261999999995,215575.688
1126,Customer#000001126,3905.97,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,se carefully asymptotes. unusual accounts use slyly deposits; slyly regular pi,47266.7136,262842.4016
1081,Customer#000001081,8647.42,eGGRjZex7YANvD1jfnPMcBK2JbM,JAPAN,22-866-942-1021,pendencies haggle after the quickly special instructions. furio,32796.9125,32796.9125
1081,Customer#000001081,8647.42,eGGRjZex7YANvD1jfnPMcBK2JbM,JAPAN,22-866-942-1021,pendencies haggle after the quickly special instructions. furio,60798.384,93595.2965
1489,Customer#000001489,4389.66,yM8biIU5IFKHODCGTCwdkUf,INDONESIA,19-906-669-4354,ckages play carefully? permanently regular pinto beans,57831.321599999996,57831.321599999996
1489,Customer#000001489,4389.66,yM8biIU5IFKHODCGTCwdkUf,INDONESIA,19-906-669-4354,ckages play carefully? permanently regular pinto beans,54476.729999999996,112308.05159999999
364,Customer#000000364,32.24,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",UNITED KINGDOM,33-492-647-4972, dependencies? pending requests use carefull,14853.86,14853.86
364,Customer#000000364,32.24,"SQ3b5Q5OtrmmZjJ87tq,o1TiXKVJQ0M7ZOuud",UNITED KINGDOM,33-492-647-4972, dependencies? pending requests use carefull,42285.51900000001,57139.37900000001
1444,Customer#000001444,-501.37,8WcsyfQU5svH9miWvYbSTH9,GERMANY,17-107-228-8125,inal platelets. quickly ironic requests do are carefully carefu,32074.32,32074.32
1444,Customer#000001444,-501.37,8WcsyfQU5svH9miWvYbSTH9,GERMANY,17-107-228-8125,inal platelets. quickly ironic requests do are carefully carefu,51823.233,83897.553
1444,Customer#000001444,-501.37,8WcsyfQU5svH9miWvYbSTH9,GERMANY,17-107-228-8125,inal platelets. quickly ironic requests do are carefully carefu,4874.4264,88771.9794
640,Customer#000000640,3025.84,"j3vjr0 n,pJFG4gIOtC",BRAZIL,12-702-315-6637,lly. furiously quick deposits haggle quickly regular packages. pinto ,85402.13500000001,85402.13500000001
640,Customer#000000640,3025.84,"j3vjr0 n,pJFG4gIOtC",BRAZIL,12-702-315-6637,lly. furiously quick deposits haggle quickly regular packages. pinto ,58172.1696,143574.3046
640,Customer#000000640,3025.84,"j3vjr0 n,pJFG4gIOtC",BRAZIL,12-702-315-6637,lly. furiously quick deposits haggle quickly regular packages. pinto ,38829.520000000004,182403.8246
640,Customer#000000640,3025.84,"j3vjr0 n,pJFG4gIOtC",BRAZIL,12-702-315-6637,lly. furiously quick deposits haggle quickly regular packages. pinto ,50613.7632,233017.58779999998
1243,Customer#000001243,6271.38,"g,qSvyYkgjDcCL cxx5qy8hAwhomRq9cYJRvXZ6",KENYA,24-445-165-9851,"s, regular packages through the carefully ruthless theodolites promise quickly blithely final pinto be",10100.9304,10100.9304
355,Customer#000000355,8727.9,205r3Xg9ZWjPZNX1z,KENYA,24-656-787-6091,ly bold requests detect furiously. unusual instructions sleep aft,20852.6592,167289.8931
355,Customer#000000355,8727.9,205r3Xg9ZWjPZNX1z,KENYA,24-656-787-6091,ly bold requests detect furiously. unusual instructions sleep aft,2202.1758,169492.06889999998
923,Customer#000000923,7462.2,ckBLWkfYtn2VZXWWqUGbDgbP,IRAQ,21-476-142-5086,"s. furiously express depths boost. regular requests boost furiously. even, unusual deposits cajole blithely. expre",29618.9952,29618.9952
